date,Energy (Wh),lightFixtures,KitchenTemp,KitchenHumidity,LivingRoomTemp,LivingRoomHumidity,LaundryTemp,LaundryHumidity,OfficeRoomTemp,OfficeRoomHumidity,BathRoomTemp,BathRoomHumidity,NorthSideTemp,NorthSideHumidity,IroningRoomTemp,BedRoom1Humidity,BedRoom1RoomTemp,BedRoom1Humidity.1,BedRoom2Temp,BedRoom2Humidity,OutsideTemp,Pressure,OutsideHumdity,Windspeed,Tdewpoint,RandomVariable1,RandomVariable2,Visibility
2016-01-11 18:40:00,230,,19.926666666666698,45.8633333333333,,44.4,,,18.89,46.43,,,6.19,,,42.7175,18.1,48.59,17.0,45.29,5.966666666666669,734.366666666667,,5.66666666666667,4.633333333333329,10.298728744965047,10.298728744965047,40.0
2016-01-11 18:50:00,580,,20.06666666666669,46.3966666666667,19.426666666666698,44.4,,44.826666666666696,19.0,46.43,17.1,55.0,,,,44.2633333333333,18.06666666666669,48.633333333333304,16.89,45.29,,734.4333333333328,91.1666666666667,5.8333333333333295,4.61666666666667,8.827837626449766,8.827837626449766,40.0
2016-01-11 19:00:00,430,,20.1333333333333,,19.56666666666669,44.4,,44.9,19.0,46.3633333333333,,55.09,6.1233333333333295,,17.823333333333302,45.493333333333304,18.06666666666669,48.56,16.963333333333303,,6.0,734.5,91.0,6.0,4.6,34.35114233288914,34.35114233288914,40.0
2016-01-11 19:10:00,250,,20.26,52.726666666666695,,45.1,,,19.0,47.2233333333333,,55.1633333333333,6.0675,,17.963333333333303,46.16,18.033333333333296,48.6666666666667,16.89,,6.0,734.616666666667,,6.0,4.51666666666667,19.205185910686847,19.205185910686847,40.0
2016-01-11 19:20:00,100,,,,,45.8333333333333,,47.5266666666667,,48.6966666666667,,55.5,5.9,88.1566666666667,17.963333333333303,45.5333333333333,18.1,49.1933333333333,16.89,45.345,6.0,734.733333333333,,6.0,4.43333333333333,38.49207099992781,38.49207099992781,40.0
2016-01-11 19:30:00,100,,,53.8933333333333,20.033333333333296,46.756666666666696,20.1,48.4666666666667,,48.49,17.15,,,88.3666666666667,17.89,44.9266666666667,18.15,49.2,16.89,45.326666666666696,,734.85,89.5,6.0,4.35,,24.88496210426092,40.0
2016-01-11 19:40:00,90,,20.73,,,47.2233333333333,,,,48.1566666666667,17.1666666666667,,5.72666666666667,88.15999999999998,17.760000000000005,44.2666666666667,18.23,49.633333333333304,16.89,45.29,6.0,734.966666666667,,6.0,4.26666666666667,35.880925413221135,35.880925413221135,40.0
2016-01-11 19:50:00,70,,,,,47.0566666666667,,,,47.9633333333333,,56.9333333333333,5.526666666666669,,17.7,43.726666666666695,18.356666666666698,50.0266666666667,16.89,45.29,6.0,735.083333333333,88.5,,,49.59530474152415,49.59530474152415,40.0
2016-01-11 20:00:00,80,30.0,20.89,51.1933333333333,20.2,46.33,20.2,,,48.63,17.2,57.06,5.3333333333333295,,17.6666666666667,43.16,18.533333333333296,50.2,16.89,45.2,6.0,735.2,,,4.1,19.00175897171721,19.00175897171721,40.0
2016-01-11 20:10:00,140,40.0,20.89,,20.2,46.0266666666667,20.1666666666667,47.633333333333304,19.033333333333296,49.5,17.5933333333333,70.7266666666667,5.3333333333333295,,,42.6933333333333,18.6666666666667,50.26,16.89,45.2,6.0,735.233333333333,87.8333333333333,6.0,4.06666666666667,38.872261065989726,38.872261065989726,40.0
2016-01-11 20:20:00,120,20.0,20.89,,20.2,45.7225,,,,49.9475,,,,,17.6,42.3333333333333,18.73,50.23,16.89,45.1266666666667,6.0,735.266666666667,,6.0,4.0333333333333306,,46.73526155529544,40.0
2016-01-11 20:30:00,190,,,47.633333333333304,20.26,45.53,,47.0266666666667,,49.6966666666667,17.6666666666667,,5.5,86.95666666666668,17.533333333333303,42.06666666666669,18.856666666666698,50.29,16.89,45.1266666666667,6.0,735.2999999999997,,6.0,4.0,10.6071260641329,10.6071260641329,40.0
2016-01-11 20:40:00,110,,21.033333333333296,,20.29,45.2233333333333,20.26,,19.323333333333288,49.1666666666667,17.6,,5.56,86.5633333333333,17.6333333333333,43.633333333333304,18.89,50.1633333333333,16.89,,6.0,735.333333333333,,6.0,3.9666666666666686,32.58368830429389,32.58368830429389,40.0
2016-01-11 20:50:00,110,40.0,,46.5966666666667,,44.9633333333333,,,19.39,48.4266666666667,,78.3933333333333,,,,43.633333333333304,18.963333333333296,50.03,16.89,45.0,,735.366666666667,87.1666666666667,6.0,3.9333333333333296,,6.277754798065871,40.0
2016-01-11 21:00:00,110,,21.1333333333333,,,44.76,,,,48.1933333333333,17.760000000000005,,,,17.856666666666698,43.46,19.0,49.76,16.89,44.9666666666667,6.0,735.4,,6.0,,13.361033436376598,13.361033436376598,40.0
2016-01-11 21:10:00,110,20.0,,,,44.76,20.39,,,47.8,18.356666666666698,82.59,5.656666666666669,,17.79,43.4,19.06666666666669,49.7,16.89,44.9,5.93333333333333,735.466666666667,,6.0,3.86666666666667,19.30570462718605,19.30570462718605,40.0
2016-01-11 21:20:00,100,30.0,21.29,,20.533333333333296,45.09,20.39,,19.39,47.56,18.356666666666698,70.99,5.53,,,43.79,19.1333333333333,49.633333333333304,16.89,,,735.533333333333,87.3333333333333,6.0,3.8333333333333295,0.6695166579447688,0.6695166579447688,40.0
2016-01-11 21:30:00,100,,,,20.6666666666667,45.1633333333333,,46.09,19.39,47.5,18.6,62.43,5.43333333333333,,,43.79,19.2,49.4333333333333,16.89,,,735.6,,6.0,,19.119397853501138,19.119397853501138,40.0
2016-01-11 21:40:00,100,,,45.69,,45.06,,,,47.993333333333304,18.6666666666667,59.03,5.5,,17.89,43.7,19.23,49.4,16.89,44.7,5.73333333333333,735.6666666666669,,6.0,,43.48454228602351,43.48454228602351,40.0
2016-01-11 21:50:00,100,,21.5,,20.7,44.9333333333333,,,19.56666666666669,48.4666666666667,18.823333333333288,,5.59,,17.864999999999995,43.57,19.29,49.326666666666696,16.89,44.7,,735.733333333333,87.8333333333333,6.0,3.7333333333333294,17.017449834384028,17.017449834384028,40.0
2016-01-11 22:00:00,110,20.0,,45.1266666666667,,44.633333333333304,,,,48.0933333333333,18.963333333333296,,5.59,,,43.4,19.29,49.1633333333333,16.823333333333302,44.59,,735.7999999999997,,,3.7,,24.10400577355176,40.0
2016-01-11 22:10:00,400,,,,,44.36,,,,47.5,19.033333333333296,,,86.2266666666667,,43.2233333333333,19.356666666666698,49.03,16.823333333333302,44.53,,735.8833333333331,,6.166666666666671,3.7166666666666686,29.97829127125442,29.97829127125442,40.0
2016-01-11 22:20:00,400,,21.6,44.7666666666667,20.89,44.2233333333333,,,,47.6266666666667,,,5.8333333333333295,85.7666666666667,17.79,43.03,19.39,48.8633333333333,16.89,44.59,,735.966666666667,87.6666666666667,6.3333333333333295,3.7333333333333294,24.6770653524436,24.6770653524436,40.0
2016-01-11 22:30:00,390,,21.6,44.56,20.963333333333296,43.9633333333333,,,20.0966666666667,47.5666666666667,,52.4725,,,17.79,42.76,19.39,48.8633333333333,16.89,44.5225,,736.0499999999997,,6.5,,9.310880070552226,9.310880070552226,40.0
2016-01-11 22:40:00,240,,21.6,44.36,,43.8333333333333,20.5,45.73,20.5966666666667,47.2233333333333,19.2,,,,17.79,42.6266666666667,19.34,48.95,16.823333333333302,44.4333333333333,5.8,,87.3333333333333,6.666666666666671,3.7666666666666715,41.368665930349366,41.368665930349366,40.0
2016-01-11 22:50:00,60,20.0,,44.2,21.0,43.7,20.5,45.59,,47.03,,51.52,6.0,,17.7,42.6266666666667,19.29,49.23,16.89,,5.85,736.216666666667,87.1666666666667,6.8333333333333295,3.7833333333333297,,33.42333690961823,40.0
2016-01-11 23:00:00,60,,,,21.0,43.59,20.4175,,21.1666666666667,46.5266666666667,19.29,51.23,,,,42.76,19.356666666666698,49.43,16.89,44.5,5.9,736.2999999999997,,,3.8,39.711993036326014,39.711993036326014,40.0
2016-01-11 23:10:00,60,,21.6,,,43.59,,45.6633333333333,,46.4,19.29,,5.9,,17.7,43.03,19.39,49.89,16.89,45.0666666666667,,736.4,87.8333333333333,,3.85,,5.3971812943927935,37.0
2016-01-11 23:20:00,50,10.0,,44.2,,43.7,20.29,45.73,,46.4333333333333,19.29,50.9333333333333,5.763333333333329,,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26,,736.5,88.6666666666667,6.666666666666671,3.9,,36.1855473020114,34.0
2016-01-11 23:30:00,70,20.0,,,,43.76,,45.79,,46.5675,19.29,50.8633333333333,5.6233333333333295,,17.7,43.4,19.39,50.4633333333333,16.89,,5.6,,89.5,6.5,3.95,20.563721482176334,20.563721482176334,31.0
2016-01-11 23:40:00,60,,21.5,44.3633333333333,,43.845,20.29,,,46.59,19.29,,5.59,,,43.4666666666667,19.39,50.7233333333333,16.89,,5.5,736.7,,6.3333333333333295,4.0,,41.04731470579282,28.0
2016-01-11 23:50:00,40,,,,20.79,43.79,,45.6566666666667,,46.79,,50.6633333333333,5.59,,17.7,43.6266666666667,19.39,50.9633333333333,16.89,,5.4,736.7999999999997,,6.166666666666671,4.05,,32.35300969099625,25.0
2016-01-12 00:00:00,40,,,44.56,20.79,43.8633333333333,,45.6633333333333,,46.79,19.2,,,,17.7,43.76,19.39,51.1633333333333,16.89,,5.3,736.9,92.0,,4.1,,39.146638114471,22.0
2016-01-12 00:10:00,30,,21.29,,20.7,44.0,20.2,,,46.9333333333333,19.2,50.5,5.53,,,43.9333333333333,19.463333333333296,51.5,16.89,,,737.0,92.0,6.0,4.06666666666667,27.65181558206677,27.65181558206677,25.0
2016-01-12 00:20:00,40,20.0,,44.9666666666667,,44.0,,,,47.133333333333304,,50.4333333333333,5.53,,,44.3333333333333,19.39,51.56,16.89,45.8633333333333,5.23333333333333,737.1,,6.0,4.0333333333333306,26.485979009885344,26.485979009885344,28.0
2016-01-12 00:30:00,50,20.0,,,,44.03,,45.5,20.5,47.23,,,,89.19333333333331,,44.9633333333333,19.39,51.86,16.89,,,737.2,92.0,6.0,4.0,,39.467811584472656,31.0
2016-01-12 00:40:00,310,,21.2,45.09,20.6,44.09,,,,47.23,19.1,,5.4,89.4,,45.2233333333333,19.39,52.0,16.89,45.9666666666667,5.16666666666667,737.2999999999997,,6.0,3.9666666666666686,1.1665601166896522,1.1665601166896522,34.0
2016-01-12 00:50:00,380,,21.1666666666667,45.23,,44.1266666666667,20.1,,,47.36,,50.26,5.2,,17.79,45.326666666666696,19.356666666666698,52.09,16.89,46.03,,737.4,,,3.9333333333333296,,23.86150325182825,37.0
2016-01-12 01:00:00,380,,21.075,,,44.2,,45.53,,47.56,19.0,50.1266666666667,4.866666666666669,,17.79,45.425,19.29,52.1633333333333,16.89,46.09,,737.5,,6.0,3.9,36.615686933510005,36.615686933510005,40.0
2016-01-12 01:10:00,370,,21.0,,20.39,44.2,20.1,,,47.4666666666667,19.0,50.09,4.93333333333333,91.16,,45.56,19.29,52.5,16.89,46.2,5.11666666666667,737.6333333333331,,5.8333333333333295,3.916666666666672,34.63657782413065,34.63657782413065,40.0
2016-01-12 01:20:00,120,,21.0,45.59,20.39,44.26,,,,47.4,,50.03,5.0,,,45.73,19.23,52.9,16.89,,5.133333333333329,737.766666666667,,5.66666666666667,3.9333333333333296,23.88098110677673,23.88098110677673,40.0
2016-01-12 01:30:00,50,0.0,20.926666666666698,45.59,20.29,44.29,20.1666666666667,,21.89,46.9666666666667,,50.03,4.866666666666669,91.26,17.79,45.8633333333333,19.29,53.5,16.89,46.29,5.15,737.9,,5.5,3.95,43.06047384161503,43.06047384161503,40.0
2016-01-12 01:40:00,40,,,,,44.29,20.1333333333333,,,46.226666666666695,18.926666666666698,,4.72666666666667,91.5933333333333,17.79,45.826666666666696,19.29,53.96,16.89,46.4333333333333,5.16666666666667,738.033333333333,92.0,5.3333333333333295,3.9666666666666686,,21.90485536120832,40.0
2016-01-12 01:50:00,50,,20.89,,,44.4,,,21.6666666666667,46.06,18.89,50.09,,,,45.9666666666667,19.29,54.4633333333333,16.89,46.633333333333304,5.18333333333333,738.1666666666669,92.0,5.16666666666667,3.9833333333333294,12.23986385157332,12.23986385157332,40.0
2016-01-12 02:00:00,40,,20.79,,,44.4666666666667,,45.5,21.533333333333296,45.9333333333333,,50.1725,4.3333333333333295,,,46.0,19.2225,54.7225,16.89,,5.2,738.2999999999997,92.0,5.0,,3.533952357247472,3.533952357247472,40.0
2016-01-12 02:10:00,50,,20.79,46.2,20.1,44.53,20.125,,21.356666666666698,45.9,18.89,,4.15666666666667,91.8333333333333,,46.0,19.2,54.9666666666667,16.963333333333303,46.9666666666667,5.133333333333329,738.4,92.0,4.8333333333333295,3.9333333333333296,,4.97330800862983,40.0
2016-01-12 02:20:00,50,0.0,,46.26,,44.59,,,,45.9,,50.09,4.15666666666667,92.5666666666667,,46.0,19.2,54.9666666666667,17.0,47.23,5.06666666666667,738.5,92.0,,3.86666666666667,15.813585359137509,15.813585359137509,40.0
2016-01-12 02:30:00,50,0.0,20.7,,20.0,44.4333333333333,,,21.06666666666669,45.9,,,4.3333333333333295,,,46.06,19.2,54.9,17.0,47.3633333333333,5.0,738.6,92.0,4.5,3.8,25.931713159661737,25.931713159661737,40.0
2016-01-12 02:40:00,40,0.0,20.6,,,44.5,,,,45.9,18.79,,,,,46.09,19.2,54.8633333333333,17.0,47.53,,738.7,92.0,4.3333333333333295,3.7333333333333294,33.100253820884966,33.100253820884966,40.0
2016-01-12 02:50:00,40,,20.6,46.1266666666667,20.0,44.5,,,20.745,45.9,18.73,,4.19,93.1266666666667,17.823333333333302,45.9633333333333,19.1333333333333,54.79,17.0,47.6633333333333,4.86666666666667,738.7999999999997,92.0,4.16666666666667,3.666666666666672,20.341509359423075,20.341509359423075,40.0
2016-01-12 03:00:00,30,,20.56666666666669,46.0666666666667,,44.59,20.2,,20.6666666666667,46.0,18.7,,4.06333333333333,92.8666666666667,17.856666666666698,45.9666666666667,19.2,54.9,17.0,47.826666666666696,4.8,738.9,,4.0,3.6,45.6437962129712,45.6437962129712,40.0
2016-01-12 03:10:00,20,,20.5,,19.823333333333288,44.53,,45.4666666666667,20.533333333333296,46.0,,50.09,3.8633333333333297,,,45.9666666666667,19.2,54.9666666666667,17.0,,,739.016666666667,92.1666666666667,4.3333333333333295,3.6333333333333298,14.680168638005853,14.680168638005853,40.0
2016-01-12 03:20:00,20,,20.5,,,44.53,,,,46.03,,50.09,3.79,,,46.2,19.2,55.09,17.0,,,739.1333333333331,92.3333333333333,4.66666666666667,3.666666666666672,22.953286312986165,22.953286312986165,40.0
2016-01-12 03:30:00,40,,20.426666666666698,,,44.53,,,,46.1633333333333,18.6333333333333,50.03,3.895,,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,3.7,16.619733709376305,16.619733709376305,40.0
2016-01-12 03:40:00,50,0.0,,,,44.59,,,,46.2,18.6,50.0,4.19,94.6566666666667,17.89,46.2,19.2,54.8633333333333,17.0666666666667,,,739.366666666667,92.6666666666667,5.3333333333333295,,32.54352335352451,32.54352335352451,40.0
2016-01-12 03:50:00,50,,,46.3633333333333,,44.59,,45.5,20.23,46.26,18.6,50.0,,94.79666666666668,17.89,46.1266666666667,19.2,54.73,17.0666666666667,,,739.483333333333,92.8333333333333,5.66666666666667,3.7666666666666715,12.900839035864921,12.900839035864921,40.0
2016-01-12 04:00:00,40,,,46.5,19.7,44.7,,45.5,,46.29,18.6,,4.463333333333329,,17.89,46.09,19.1,54.56,17.033333333333303,48.4633333333333,,,93.0,,,23.927262413781136,23.927262413781136,40.0
2016-01-12 04:10:00,50,,,,19.6333333333333,44.6266666666667,,,,46.29,18.533333333333296,,,,,45.92,19.1,54.5,17.033333333333303,48.59,4.91666666666667,739.65,,5.8333333333333295,,38.315533532295376,38.315533532295376,40.0
2016-01-12 04:20:00,40,,,46.5,19.6,44.59,,,,46.4,18.5,,4.72666666666667,,17.89,45.73,19.1,54.5,17.033333333333303,48.7666666666667,4.93333333333333,739.7,,5.66666666666667,3.7333333333333294,4.212345718406142,4.212345718406142,40.0
2016-01-12 04:30:00,40,,20.2,,19.6,44.59,,,,46.4666666666667,,50.0,,,17.89,45.7,19.1,54.5,17.033333333333303,,,739.75,,5.5,3.7,43.7660665018484,43.7660665018484,40.0
2016-01-12 04:40:00,40,0.0,,,,44.7,20.29,,19.856666666666698,46.4666666666667,18.5,50.0,,,17.89,45.7,19.1,54.4,17.1,49.045,4.966666666666669,739.7999999999997,91.6666666666667,5.3333333333333295,,16.953646892216057,16.953646892216057,40.0
2016-01-12 04:50:00,60,,,,,44.7,,,,46.4666666666667,18.5,50.0,,,17.89,45.59,19.1,54.4,17.1,49.2,4.98333333333333,739.85,91.3333333333333,5.16666666666667,3.6333333333333298,41.97201750939711,41.97201750939711,40.0
2016-01-12 05:00:00,50,0.0,20.1,46.3633333333333,,44.79,,45.59,19.76,46.59,,50.0,4.8,,17.89,45.6633333333333,19.1,54.29,17.1,,5.0,739.9,91.0,5.0,3.6,17.334174457937483,17.334174457937483,40.0
2016-01-12 05:10:00,50,0.0,20.1,,,44.73,20.29,,,46.6633333333333,,,4.8,,,45.59,19.1,54.23,17.1,,4.98333333333333,739.966666666667,91.6666666666667,4.8333333333333295,3.6833333333333296,16.688746539875865,16.688746539875865,40.0
2016-01-12 05:20:00,40,,20.033333333333296,,,44.73,,45.59,,46.6633333333333,18.39,,4.763333333333329,,,45.59,19.05,54.045,17.1,,4.966666666666669,740.033333333333,,,3.7666666666666715,23.81756225368009,23.81756225368009,40.0
2016-01-12 05:30:00,40,,20.0,46.29,,44.79,20.356666666666698,,19.6,46.59,18.39,,4.763333333333329,,17.89,45.6266666666667,19.0,54.0,17.1,49.4333333333333,4.95,740.1,93.0,4.5,3.85,,44.60991679225117,40.0
2016-01-12 05:40:00,40,0.0,,,,44.79,,45.59,19.6,46.6266666666667,,,4.8333333333333295,94.7266666666667,,45.6266666666667,19.06666666666669,54.0,17.1,49.56,4.93333333333333,740.1666666666669,,4.3333333333333295,3.9333333333333296,43.216973531525575,43.216973531525575,40.0
2016-01-12 05:50:00,40,,20.0,46.23,,44.79,,,,46.7,,49.9,4.8333333333333295,95.0,,45.59,19.1,53.9,17.1,,4.91666666666667,740.233333333333,94.3333333333333,4.16666666666667,4.01666666666667,,19.499477173667398,40.0
2016-01-12 06:00:00,50,0.0,19.926666666666698,,,44.9,20.323333333333288,,,46.7,,,,,,45.7233333333333,19.033333333333296,53.826666666666696,17.1,49.7,4.9,740.2999999999997,,4.0,4.1,38.86603494174778,38.86603494174778,40.0
2016-01-12 06:10:00,70,10.0,19.89,,,44.925,20.323333333333288,,19.5,46.7,18.356666666666698,,4.9975,,,45.9,19.0,53.79,17.1,49.826666666666696,4.93333333333333,740.4333333333328,94.6666666666667,4.16666666666667,4.1,48.030899860896156,48.030899860896156,38.166666666666686
2016-01-12 06:20:00,40,,19.89,46.43,,45.0,20.29,,,46.7,,50.0,5.09,,17.89,45.9666666666667,19.0,53.79,17.1,,,740.5666666666667,,,,21.73297423869371,21.73297423869371,36.3333333333333
2016-01-12 06:30:00,30,,,46.6266666666667,,45.1266666666667,,45.59,,46.7,,50.1266666666667,,95.9,17.89,45.9,19.0,53.76,17.1333333333333,50.0,5.0,,94.0,4.5,4.1,35.62573393573984,35.62573393573984,34.5
2016-01-12 06:40:00,20,10.0,,,,45.2,20.29,45.5,19.39,46.7,18.29,50.2,,,17.89,45.826666666666696,19.0,53.7,17.2,50.0,5.0333333333333306,740.833333333333,,4.66666666666667,4.1,19.99971844488755,19.99971844488755,32.66666666666669
2016-01-12 06:50:00,30,,19.89,46.8633333333333,,45.245,20.29,,,46.79,18.29,50.23,4.966666666666669,,17.89,45.7225,19.0,53.875,17.2,,,740.966666666667,,4.8333333333333295,4.1,16.267607593908902,16.267607593908902,30.8333333333333
2016-01-12 07:00:00,40,,19.823333333333288,46.8633333333333,,45.3633333333333,20.2,45.29,,46.79,18.29,50.29,4.9,95.93333333333328,,45.79,19.0,54.0,17.2,50.0,,741.1,,,4.1,37.85435740137473,37.85435740137473,29.0
2016-01-12 07:10:00,50,,19.856666666666698,,,45.4,,45.29,,46.79,18.29,50.4266666666667,,,17.89,45.8633333333333,19.0,54.06,17.2,50.09,,741.216666666667,92.6666666666667,5.0,4.05,10.13461275724694,10.13461275724694,30.8333333333333
2016-01-12 07:20:00,60,20.0,19.79,,,45.326666666666696,20.1666666666667,,19.29,46.5966666666667,18.23,50.8333333333333,4.93333333333333,96.09,,45.52,18.926666666666698,53.8,17.2,49.9633333333333,5.1,741.333333333333,,,,35.556061123497784,35.556061123497784,32.66666666666669
2016-01-12 07:30:00,60,20.0,19.79,,19.175,45.195,,,19.26,46.296666666666695,18.2,,5.0,,17.89,45.14,18.9725,53.15,17.2,49.7233333333333,,741.45,92.0,5.0,3.95,6.084596051368862,6.084596051368862,34.5
2016-01-12 07:40:00,70,20.0,19.79,,,45.03,,45.29,,46.09,,51.5266666666667,5.0,,17.856666666666698,44.8333333333333,18.89,52.8,17.2,,,741.5666666666667,,5.0,3.9,12.274425697978584,12.274425697978584,36.3333333333333
2016-01-12 07:50:00,60,,19.79,48.366666666666696,19.1,45.0,20.1,45.29,,45.9666666666667,,,5.0,96.09,,44.5666666666667,18.856666666666698,52.3633333333333,17.15,48.995,5.1,,,,3.85,7.165218971204013,7.165218971204013,38.166666666666686
2016-01-12 08:00:00,140,,19.79,,,45.0,,,19.1666666666667,45.9,,51.9666666666667,,,17.79,44.326666666666696,18.79,51.9633333333333,17.1,,5.1,741.7999999999997,91.0,5.0,3.8,11.981470754835751,11.981470754835751,40.0
2016-01-12 08:10:00,110,30.0,,,19.06666666666669,45.06,,,,45.76,,,5.09,96.0266666666667,,44.66,18.79,51.633333333333304,17.1,48.36,5.05,741.8833333333331,91.0,5.0,3.7333333333333294,2.946718863677233,2.946718863677233,40.0
2016-01-12 08:20:00,90,,,,19.0222222222222,45.0444444444444,,,19.2,45.6266666666667,18.033333333333296,52.2,5.09,95.76,,45.063333333333304,18.79,51.395,17.1,,5.0,741.966666666667,91.0,5.0,3.666666666666672,32.11441292660311,32.11441292660311,40.0
2016-01-12 08:30:00,60,,,48.7333333333333,,45.2,,,19.1,45.5266666666667,,52.4,5.0,,,44.4566666666667,18.7,51.045,17.1,47.7666666666667,,742.0499999999997,91.0,5.0,3.6,43.81346063455568,43.81346063455568,40.0
2016-01-12 08:40:00,60,,19.89,,,45.1266666666667,20.1,,19.1,45.4,18.0,,4.7933333333333294,,17.89,43.96,18.7,50.76,17.1,,4.9,742.1333333333331,91.0,5.0,3.53333333333333,38.94573387224227,38.94573387224227,40.0
2016-01-12 08:50:00,60,,,47.633333333333304,,45.09,20.1,,,45.3633333333333,18.0,52.56,4.466666666666669,,,43.5666666666667,18.7,50.645,17.033333333333303,47.2666666666667,,742.216666666667,,5.0,3.4666666666666686,39.86544129438697,39.86544129438697,40.0
2016-01-12 09:00:00,50,0.0,,,19.0,45.03,,,19.1,45.23,18.0,,4.2975,,,43.1,18.7,50.42,17.0,,4.8,742.2999999999997,,5.0,3.4,22.76372268097475,22.76372268097475,40.0
2016-01-12 09:10:00,60,,19.79,,19.0,44.9666666666667,,45.1633333333333,19.1,45.09,17.926666666666698,,4.06333333333333,,17.79,42.7666666666667,18.6333333333333,50.1566666666667,17.0666666666667,46.79,,742.3833333333331,91.0,,3.4833333333333294,20.504204102326177,20.504204102326177,38.166666666666686
2016-01-12 09:20:00,50,,,46.3333333333333,19.0,44.826666666666696,20.1,,19.1,44.9666666666667,,,4.03,,,42.43,18.6666666666667,50.0266666666667,17.033333333333303,,4.966666666666669,742.466666666667,,5.0,3.56666666666667,40.54351213853806,40.54351213853806,36.3333333333333
2016-01-12 09:30:00,30,0.0,,,,44.645,,45.1633333333333,,44.7666666666667,17.89,,4.09,,,42.23,18.6,49.826666666666696,17.033333333333303,46.39,,742.5499999999997,,5.0,3.65,30.246664513833817,30.246664513833817,34.5
2016-01-12 09:40:00,40,0.0,19.76,,,44.56,,,,44.6633333333333,18.0,50.9,4.1233333333333295,95.3966666666667,,41.966666666666704,18.6,49.6633333333333,17.0,46.1633333333333,5.133333333333329,742.6333333333331,,5.0,3.7333333333333294,,32.73619640385732,32.66666666666669
2016-01-12 09:50:00,30,,19.7,,,44.4333333333333,,44.9,,44.59,18.0,,4.263333333333328,95.79666666666668,,41.8266666666667,18.6,49.59,17.0,46.03,5.216666666666669,742.716666666667,91.0,5.0,3.8166666666666704,17.659863596782085,17.659863596782085,30.8333333333333
2016-01-12 10:00:00,260,,19.7,,,44.29,,,19.1,44.6933333333333,,49.93,,,17.7,41.6633333333333,18.6,49.4666666666667,17.0,45.8633333333333,5.3,742.7999999999997,91.0,5.0,3.9,13.513007294386625,13.513007294386625,29.0
